"date","oil_no","price","order_cnt","amount","pay_amount","discountAmount","refuelLiters"
"2023-01-26","60199053",8.16,550,439553.00,439553.00,0.00,56322.01
"2023-01-26","62050661",2.50,1,39.70,39.70,0.00,15.88
"2023-01-26","90325752",60.00,3,1996.20,1996.20,0.00,33.27
"2023-01-27","60000288",1.00,274,285848.23,285848.23,0.00,285848.23
"2023-01-27","60000292",2.49,320,18557.01,18557.01,0.00,7557.86
"2023-01-27","60000304",7.59,413,101103.15,101103.15,0.00,13274.89
"2023-01-27","60000305",7.58,101566,25022667.62,25022667.62,0.00,3293236.25
"2023-01-27","60000312",8.07,42,15005.28,15005.28,0.00,1859.45
"2023-01-27","60000313",8.06,76319,25161203.67,25161203.67,0.00,3114359.69
"2023-01-27","60000317",9.04,5212,2093327.28,2093327.28,0.00,230942.89
"2023-01-27","60000359",7.22,14231,11769142.41,11769142.41,0.00,1633073.04
"2023-01-27","60000361",7.66,1100,648074.09,648074.09,0.00,84537.21
"2023-01-27","60033428",7.07,1422,1895755.96,1895755.96,0.00,269709.94
"2023-01-27","60170825",6.11,1628,132143.07,132143.07,0.00,22020.96
"2023-01-27","60199053",8.50,654,549549.81,549549.81,0.00,69789.32
"2023-01-27","62050661",2.50,1,29.60,29.60,0.00,11.84
"2023-01-27","90325752",60.00,1,484.80,484.80,0.00,8.08
"2023-01-28","60000288",1.00,139,138210.80,138210.80,0.00,138210.80
"2023-01-28","60000292",2.48,567,31998.40,31998.40,0.00,13265.32
"2023-01-28","60000304",7.59,385,95316.02,95316.02,0.00,12558.99
"2023-01-28","60000305",7.58,83369,21812808.28,21812808.28,0.00,2871147.68
"2023-01-28","60000312",8.07,51,16719.57,16719.57,0.00,2071.89
"2023-01-28","60000313",8.06,70299,24391331.00,24391331.00,0.00,3019188.52
"2023-01-28","60000317",9.04,5470,2266193.22,2266193.22,0.00,250007.72
"2023-01-28","60000359",7.23,19637,17286763.49,17286763.49,0.00,2391189.75
"2023-01-28","60000361",7.65,1166,648892.33,648892.33,0.00,84537.94
"2023-01-28","60033428",7.08,1762,2562842.60,2562842.60,0.00,363279.40
"2023-01-28","60170825",6.16,2073,163564.27,163564.27,0.00,27053.09
"2023-01-28","60199053",7.37,304,250197.48,250197.48,0.00,34752.47
"2023-01-28","62050661",2.50,1,71.00,71.00,0.00,28.40
"2023-01-28","90325752",60.00,3,1957.20,1957.20,0.00,32.62
"2023-01-29","60000288",1.00,239,162489.90,162489.90,0.00,162489.90
"2023-01-29","60000292",2.49,851,45785.71,45785.71,0.00,18240.76
"2023-01-29","60000304",7.59,386,98161.93,98161.93,0.00,12790.45
"2023-01-29","60000305",7.58,84625,22371396.83,22371396.83,0.00,2943932.39
"2023-01-29","60000312",8.07,45,16536.57,16536.57,0.00,2049.20
"2023-01-29","60000313",8.06,68863,24243062.74,24243062.74,0.00,3001035.88
"2023-01-29","60000317",9.04,5232,2180781.82,2180781.82,0.00,240767.57
"2023-01-29","60000359",7.23,26738,25029806.54,25029806.54,0.00,3462836.64
"2023-01-29","60000361",7.65,889,522323.97,522323.97,0.00,68320.00
"2023-01-29","60033428",7.09,2469,3939089.43,3939089.43,0.00,557642.08
"2023-01-29","60170825",6.08,2450,187510.55,187510.55,0.00,31120.31
"2023-01-29","60199053",7.87,580,560220.96,560220.96,0.00,77732.35
"2023-01-30","60000288",1.00,232,214016.73,214016.73,0.00,214016.73
"2023-01-30","60000292",2.48,1089,61177.54,61177.54,0.00,24365.13
"2023-01-30","60000304",7.59,284,70333.45,70333.45,0.00,9267.24
"2023-01-30","60000305",7.58,86807,23124478.60,23124478.60,0.00,3043678.77
"2023-01-30","60000312",8.07,17,6253.40,6253.40,0.00,774.93
"2023-01-30","60000313",8.06,67223,23877823.90,23877823.90,0.00,2955551.58
"2023-01-30","60000317",9.04,5317,2226928.24,2226928.24,0.00,245941.71
"2023-01-30","60000359",7.23,32793,31711547.01,31711547.01,0.00,4386830.34
"2023-01-30","60000361",7.66,882,493302.67,493302.67,0.00,64356.12
"2023-01-30","60033428",7.11,2872,4571884.50,4571884.50,0.00,645177.17
"2023-01-30","60170825",6.20,1990,155793.50,155793.50,0.00,25610.71
"2023-01-30","60199053",7.79,614,557030.47,557030.47,0.00,76723.66
"2023-01-30","62050661",2.50,1,55.75,55.75,0.00,22.30
"2023-01-30","90325752",60.00,3,594.00,594.00,0.00,9.90
"2023-01-31","60000288",1.00,231,223300.88,223300.88,0.00,223300.88
"2023-01-31","60000292",2.49,1162,62074.83,62074.83,0.00,25168.44
"2023-01-31","60000304",7.59,417,109417.00,109417.00,0.00,14416.85
"2023-01-31","60000305",7.58,92991,24720914.40,24720914.40,0.00,3255003.77
"2023-01-31","60000312",8.07,34,11310.66,11310.66,0.00,1401.61
"2023-01-31","60000313",8.06,70830,25091613.28,25091613.28,0.00,3107248.79
"2023-01-31","60000317",9.05,5304,2233949.45,2233949.45,0.00,246755.85
"2023-01-31","60000359",7.23,38765,37348434.47,37348434.47,0.00,5167257.60
"2023-01-31","60000361",7.65,742,408026.81,408026.81,0.00,53324.05
"2023-01-31","60033428",7.11,3511,5744803.87,5744803.87,0.00,808388.61
"2023-01-31","60170825",5.92,2195,163342.61,163342.61,0.00,28096.40
"2023-01-31","60199053",6.80,625,564539.88,564539.88,0.00,83700.11
"2023-01-31","62050661",2.50,2,75.99,75.99,0.00,30.40
"2023-01-31","90325752",60.00,1,655.80,655.80,0.00,10.93
"2023-02-01","60000288",1.00,423,434141.28,434141.28,0.00,434141.28
"2023-02-01","60000292",2.49,1369,73522.91,73522.91,0.00,28808.85
"2023-02-01","60000304",7.59,379,96601.65,96601.65,0.00,12686.84
"2023-02-01","60000305",7.58,102278,27412146.32,27412146.32,0.00,3607502.26
"2023-02-01","60000312",8.07,33,10793.26,10793.26,0.00,1337.49
"2023-02-01","60000313",8.06,76676,27393179.83,27393179.83,0.00,3391380.65
"2023-02-01","60000317",9.05,5782,2402990.96,2402990.96,0.00,265330.30
"2023-02-01","60000359",7.23,42825,42701743.04,42701743.04,0.00,5903094.31
"2023-02-01","60000361",7.65,653,360792.72,360792.72,0.00,47197.95
"2023-02-01","60033428",7.14,4383,7378667.64,7378667.64,0.00,1035165.36
"2023-02-01","60170825",6.21,2376,181490.96,181490.96,0.00,29807.49
"2023-02-01","60199053",7.97,625,532921.44,532921.44,0.00,71987.25
"2023-02-01","90325752",55.20,5,3027.84,3027.84,0.00,55.94
"2023-02-02","60000288",1.00,113,140843.33,140843.33,0.00,140843.33
"2023-02-02","60000292",2.49,1515,81026.41,81026.41,0.00,32811.76
"2023-02-02","60000304",7.59,234,62105.41,62105.41,0.00,8156.60
"2023-02-02","60000305",7.58,118673,31527278.98,31527278.98,0.00,4148689.44
"2023-02-02","60000312",8.07,29,10893.76,10893.76,0.00,1349.95
"2023-02-02","60000313",8.06,89164,31367471.32,31367471.32,0.00,3882387.78
"2023-02-02","60000317",9.04,6551,2693185.81,2693185.81,0.00,297374.98
"2023-02-02","60000359",7.23,47956,49518163.33,49518163.33,0.00,6850094.73
"2023-02-02","60000361",7.67,676,335498.91,335498.91,0.00,43647.88
"2023-02-02","60033428",7.13,5085,8686592.24,8686592.24,0.00,1219213.52
"2023-02-02","60170825",6.19,2028,151187.01,151187.01,0.00,24806.78
"2023-02-02","60199053",8.11,675,623871.04,623871.04,0.00,83655.45
"2023-02-02","62050661",2.50,4,109.29,109.29,0.00,43.72
"2023-02-02","90325752",60.00,1,613.20,613.20,0.00,10.22
"2023-02-03","60000288",1.00,79,41229.12,41229.12,0.00,41229.12
"2023-02-03","60000292",2.49,1588,81357.59,81357.59,0.00,32559.66
"2023-02-03","60000304",7.59,611,149608.41,149608.41,0.00,19670.84
"2023-02-03","60000305",7.58,155802,40065998.73,40065998.73,0.00,5275407.57
"2023-02-03","60000312",8.07,88,28448.81,28448.81,0.00,3525.35
"2023-02-03","60000313",8.06,117978,39818435.99,39818435.99,0.00,4930354.10
"2023-02-03","60000317",9.04,8619,3438274.20,3438274.20,0.00,379526.67
"2023-02-03","60000359",7.23,58357,59496053.38,59496053.38,0.00,8223036.50
"2023-02-03","60000361",7.64,504,248299.45,248299.45,0.00,32521.41
"2023-02-03","60033428",7.13,5512,9356187.55,9356187.55,0.00,1312740.92
"2023-02-03","60170825",6.14,1895,148882.79,148882.79,0.00,24830.79
"2023-02-03","60199053",8.14,638,558098.29,558098.29,0.00,73735.85
"2023-02-03","62050661",2.50,5,311.89,311.89,0.00,124.76
"2023-02-03","90325752",50.40,5,1339.44,1339.44,0.00,25.24
"2023-02-04","60000288",1.00,50,18581.27,18581.27,0.00,18581.27
"2023-02-04","60000292",2.48,1169,66396.03,66396.03,0.00,26618.68
"2023-02-04","60000304",7.76,299,78380.57,78380.57,0.00,10036.37
"2023-02-04","60000305",7.75,73633,19785224.73,19785224.73,0.00,2548593.99
"2023-02-04","60000312",8.25,35,12431.86,12431.86,0.00,1506.93
"2023-02-04","60000313",8.24,57143,20977609.61,20977609.61,0.00,2541137.24
"2023-02-04","60000317",9.22,4644,2030229.21,2030229.21,0.00,219904.86
"2023-02-04","60000359",7.40,33756,28869923.73,28869923.73,0.00,3900674.66
"2023-02-04","60000361",7.84,400,226837.55,226837.55,0.00,28925.91
"2023-02-04","60033428",7.30,3016,4378556.30,4378556.30,0.00,600277.39
"2023-02-04","60170825",6.23,2370,178317.67,178317.67,0.00,29282.97
"2023-02-04","60199053",7.92,689,678137.63,678137.63,0.00,93670.38
"2023-02-04","62050661",2.50,6,284.83,284.83,0.00,113.94
"2023-02-04","90325752",58.66,9,3720.36,3720.36,0.00,64.25
"2023-02-05","60000288",1.00,75,55080.11,55080.11,0.00,55080.11
"2023-02-05","60000292",2.49,838,46541.18,46541.18,0.00,18625.29
"2023-02-05","60000304",7.76,222,54259.13,54259.13,0.00,6992.58
"2023-02-05","60000305",7.75,69006,18280099.28,18280099.28,0.00,2353575.54
"2023-02-05","60000312",8.25,21,7909.43,7909.43,0.00,958.75
"2023-02-05","60000313",8.24,56553,20622628.49,20622628.49,0.00,2497475.03
"2023-02-05","60000317",9.22,4403,1909852.57,1909852.57,0.00,206765.93
"2023-02-05","60000359",7.40,26421,24448247.84,24448247.84,0.00,3303599.44
"2023-02-05","60000361",7.78,222,124325.95,124325.95,0.00,16012.03
"2023-02-05","60033428",7.31,2830,4304735.38,4304735.38,0.00,589969.13
"2023-02-05","60170825",6.21,2101,162717.87,162717.87,0.00,26666.54
"2023-02-05","60199053",7.86,732,714878.71,714878.71,0.00,98989.04
"2023-02-05","62050661",2.50,3,161.94,161.94,0.00,64.78
"2023-02-05","90325752",60.00,6,1429.80,1429.80,0.00,23.83
"2023-02-06","60000288",1.00,130,163526.85,163526.85,0.00,163526.85
"2023-02-06","60000291",1.00,5,938.64,938.64,0.00,938.64
"2023-02-06","60000292",2.49,1267,68423.27,68423.27,0.00,27629.89
"2023-02-06","60000304",7.76,328,86448.75,86448.75,0.00,11140.93
"2023-02-06","60000305",7.75,88033,24575560.10,24575560.10,0.00,3164697.64
"2023-02-06","60000312",8.25,32,12497.30,12497.30,0.00,1514.86
"2023-02-06","60000313",8.24,65377,24507880.17,24507880.17,0.00,2968504.60
"2023-02-06","60000317",9.22,5138,2206999.69,2206999.69,0.00,238980.92
"2023-02-06","60000359",7.40,39317,34734786.62,34734786.62,0.00,4692619.32
"2023-02-06","60000361",7.81,407,243927.58,243927.58,0.00,31125.95
"2023-02-06","60033428",7.32,3937,5755390.44,5755390.44,0.00,787818.91
"2023-02-06","60170825",6.13,2449,187926.88,187926.88,0.00,31198.13
"2023-02-06","60199053",8.00,699,593830.07,593830.07,0.00,79909.00
"2023-02-06","62050661",2.50,8,266.79,266.79,0.00,106.73
"2023-02-06","90325752",56.57,7,3600.36,3600.36,0.00,64.95
"2023-02-07","60000288",1.00,79,55385.85,55385.85,0.00,55385.85
"2023-02-07","60000292",2.49,1582,94281.32,94281.32,0.00,43246.94
"2023-02-07","60000304",7.76,331,87111.68,87111.68,0.00,11217.89
"2023-02-07","60000305",7.75,96335,26695782.92,26695782.92,0.00,3438306.37
"2023-02-07","60000312",8.25,30,14392.71,14392.71,0.00,1344.45
"2023-02-07","60000313",8.24,70787,26354993.29,26354993.29,0.00,3192541.30
"2023-02-07","60000317",9.22,5705,2451483.58,2451483.58,0.00,265492.32
"2023-02-07","60000359",7.40,46441,41279127.86,41279127.86,0.00,5575404.88
"2023-02-07","60000361",7.86,320,159375.68,159375.68,0.00,20277.35
"2023-02-07","60033428",7.31,4386,6599211.74,6599211.74,0.00,902389.32
"2023-02-07","60170825",6.17,2439,184510.49,184510.49,0.00,30583.11
"2023-02-07","60199053",7.98,661,631743.96,631743.96,0.00,86105.47
"2023-02-07","62050661",2.50,6,249.79,249.79,0.00,99.92
"2023-02-07","90325752",52.00,3,2144.52,2144.52,0.00,41.81
"2023-02-08","60000288",1.00,146,133232.57,133232.57,0.00,133232.57
"2023-02-08","60000292",2.49,1542,83634.75,83634.75,0.00,33790.65
"2023-02-08","60000304",7.76,351,94981.09,94981.09,0.00,12240.39
"2023-02-08","60000305",7.75,94299,26171464.32,26171464.32,0.00,3370096.26
"2023-02-08","60000312",8.25,39,14433.67,14433.67,0.00,1749.59
"2023-02-08","60000313",8.24,69329,25799519.68,25799519.68,0.00,3124612.77
"2023-02-08","60000317",9.23,5636,2443639.20,2443639.20,0.00,264742.97
"2023-02-08","60000359",7.40,47820,43051680.35,43051680.35,0.00,5814903.53
"2023-02-08","60000361",7.86,347,206060.44,206060.44,0.00,26217.12
"2023-02-08","60033428",7.31,4801,7275033.38,7275033.38,0.00,996760.42
"2023-02-08","60170825",6.19,2328,179235.61,179235.61,0.00,29442.08
"2023-02-08","60199053",7.91,648,603837.17,603837.17,0.00,83496.69
"2023-02-08","62050661",2.50,1,43.35,43.35,0.00,17.34
"2023-02-08","90325752",52.00,3,2338.32,2338.32,0.00,45.81
"2023-02-09","60000288",1.00,108,111494.02,111494.02,0.00,111494.02
"2023-02-09","60000292",2.49,1501,79194.82,79194.82,0.00,31698.35
"2023-02-09","60000304",7.76,308,84724.12,84724.12,0.00,10918.58
"2023-02-09","60000305",7.75,93756,26455786.26,26455786.26,0.00,3406604.54
"2023-02-09","60000312",8.25,33,12328.49,12328.49,0.00,1494.41
"2023-02-09","60000313",8.24,70646,26537570.06,26537570.06,0.00,3213758.07
"2023-02-09","60000317",9.22,5641,2455616.43,2455616.43,0.00,265943.04
"2023-02-09","60000359",7.40,45045,41661415.11,41661415.11,0.00,5625910.55
"2023-02-09","60000361",7.86,301,143937.54,143937.54,0.00,18281.61
"2023-02-09","60033428",7.31,4720,6992774.33,6992774.33,0.00,955370.05
"2023-02-09","60170825",6.15,2620,198839.43,198839.43,0.00,33089.35
"2023-02-09","60199053",7.09,529,502113.34,502113.34,0.00,73520.32
"2023-02-09","62050661",2.50,2,43.05,43.05,0.00,17.22
"2023-02-09","90325752",57.60,5,3474.12,3474.12,0.00,62.21
"2023-02-10","60000288",1.00,132,107118.99,107118.99,0.00,107118.99
"2023-02-10","60000292",2.49,1591,83804.16,83804.16,0.00,33358.20
"2023-02-10","60000304",7.76,369,96342.71,96342.71,0.00,12415.98
"2023-02-10","60000305",7.75,107750,29808821.04,29808821.04,0.00,3839214.38
"2023-02-10","60000312",8.25,45,16789.15,16789.15,0.00,2035.08
"2023-02-10","60000313",8.24,81516,30071288.44,30071288.44,0.00,3641751.04
"2023-02-10","60000317",9.22,6875,2918722.14,2918722.14,0.00,316141.27
"2023-02-10","60000359",7.40,49590,44373843.05,44373843.05,0.00,5991262.93
"2023-02-10","60000361",7.86,255,124698.49,124698.49,0.00,15865.38
"2023-02-10","60033428",7.31,4800,7017831.61,7017831.61,0.00,959919.04
"2023-02-10","60170825",6.20,2066,164036.54,164036.54,0.00,26937.33
"2023-02-10","60199053",7.77,753,685481.09,685481.09,0.00,96060.81
"2023-02-10","62050661",2.50,10,729.36,729.36,0.00,291.75
"2023-02-10","90325752",57.33,9,6002.52,6002.52,0.00,106.69
"2023-02-11","60000288",1.00,158,96613.40,96613.40,0.00,96613.40
"2023-02-11","60000292",2.49,1393,79074.92,79074.92,0.00,31276.41
"2023-02-11","60000304",7.76,324,84642.35,84642.35,0.00,10908.07
"2023-02-11","60000305",7.75,91485,24819100.00,24819100.00,0.00,3197006.95
"2023-02-11","60000312",8.25,31,11193.32,11193.32,0.00,1356.80
"2023-02-11","60000313",8.24,68202,25051072.75,25051072.75,0.00,3034485.41
"2023-02-11","60000317",9.22,5042,2166665.54,2166665.54,0.00,234516.01
"2023-02-11","60000359",7.40,40847,38483711.30,38483711.30,0.00,5198658.28
"2023-02-11","60000361",7.86,156,83853.54,83853.54,0.00,10612.75
"2023-02-11","60033428",7.32,4004,6150478.05,6150478.05,0.00,840889.39
"2023-02-11","60170825",6.18,2243,167966.88,167966.88,0.00,27792.13
"2023-02-11","60199053",7.29,618,551974.88,551974.88,0.00,79440.58
"2023-02-11","62050661",2.50,1,25.97,25.97,0.00,10.39
"2023-02-11","90325752",56.00,6,3115.68,3115.68,0.00,54.89
"2023-02-12","60000288",1.00,188,160803.55,160803.55,0.00,160803.55
"2023-02-12","60000292",2.49,1058,61998.39,61998.39,0.00,25195.44
"2023-02-12","60000304",7.76,291,73967.71,73967.71,0.00,9532.43
"2023-02-12","60000305",7.75,76514,20648353.71,20648353.71,0.00,2659081.72
"2023-02-12","60000312",8.25,18,5856.30,5856.30,0.00,709.87
"2023-02-12","60000313",8.24,60730,22233731.04,22233731.04,0.00,2693675.88
"2023-02-12","60000317",9.22,4793,2068696.54,2068696.54,0.00,223971.55
"2023-02-12","60000359",7.40,29133,28201008.57,28201008.57,0.00,3809964.69
"2023-02-12","60000361",7.86,116,72960.06,72960.06,0.00,9282.73
"2023-02-12","60033428",7.30,3502,5444937.53,5444937.53,0.00,744433.06
"2023-02-12","60170825",6.16,2372,180818.82,180818.82,0.00,29844.62
"2023-02-12","60199053",7.92,626,547504.02,547504.02,0.00,74617.08
"2023-02-12","62050661",2.50,4,270.54,270.54,0.00,108.22
"2023-02-12","90325752",56.00,6,3312.96,3312.96,0.00,57.68
"2023-02-13","60000288",1.00,111,97249.53,97249.53,0.00,97249.53
"2023-02-13","60000292",2.49,1394,79249.48,79249.48,0.00,34702.38
"2023-02-13","60000304",7.76,391,106917.66,106917.66,0.00,13735.60
"2023-02-13","60000305",7.75,104448,29094991.33,29094991.33,0.00,3744988.97
"2023-02-13","60000312",8.25,44,15789.83,15789.83,0.00,1913.99
"2023-02-13","60000313",8.24,77417,28855413.15,28855413.15,0.00,3493682.34
"2023-02-13","60000317",9.22,6125,2640658.22,2640658.22,0.00,285738.14
"2023-02-13","60000359",7.40,46948,40843269.01,40843269.01,0.00,5516001.03
"2023-02-13","60000361",7.86,181,94631.16,94631.16,0.00,12039.84
"2023-02-13","60033428",7.32,4411,6442161.36,6442161.36,0.00,880379.58
"2023-02-13","60170825",6.15,2218,169125.21,169125.21,0.00,28067.08
"2023-02-13","60199053",7.83,680,581560.06,581560.06,0.00,79817.02
"2023-02-13","62050661",2.50,6,190.99,190.99,0.00,76.40
"2023-02-13","90325752",52.00,6,4043.88,4043.88,0.00,79.34
"2023-02-14","60000288",1.00,191,263898.44,263898.44,0.00,263898.44
"2023-02-14","60000292",2.49,1710,93899.92,93899.92,0.00,35893.76
"2023-02-14","60000304",7.76,429,117783.36,117783.36,0.00,15081.58
"2023-02-14","60000305",7.75,103838,28727924.16,28727924.16,0.00,3698051.77
"2023-02-14","60000312",8.25,45,16394.80,16394.80,0.00,1987.35
"2023-02-14","60000313",8.24,78163,28822468.83,28822468.83,0.00,3490223.65
"2023-02-14","60000317",9.22,6561,2824776.99,2824776.99,0.00,305710.66
"2023-02-14","60000359",7.40,50635,44934709.46,44934709.46,0.00,6067133.29
"2023-02-14","60000361",7.86,207,88328.79,88328.79,0.00,11238.06
"2023-02-14","60033428",7.31,4785,7069356.42,7069356.42,0.00,967191.95
"2023-02-14","60170825",6.10,2137,167372.83,167372.83,0.00,28031.80
"2023-02-14","60199053",7.52,727,627809.45,627809.45,0.00,88604.39
"2023-02-14","90325752",53.45,11,6668.16,6668.16,0.00,124.25
"2023-02-15","60000288",1.00,124,154916.34,154916.34,0.00,154916.34
"2023-02-15","60000292",2.49,1648,87738.42,87738.42,0.00,35383.29
"2023-02-15","60000304",7.75,431,113571.56,113571.56,0.00,14611.18
"2023-02-15","60000305",7.75,105506,29205455.38,29205455.38,0.00,3759581.74
"2023-02-15","60000312",8.25,44,16123.61,16123.61,0.00,1954.45
"2023-02-15","60000313",8.24,78120,28781360.48,28781360.48,0.00,3485474.98
"2023-02-15","60000317",9.23,6419,2755892.99,2755892.99,0.00,298489.99
"2023-02-15","60000359",7.40,53293,47499828.93,47499828.93,0.00,6413301.33
"2023-02-15","60000361",7.86,165,85642.53,85642.53,0.00,10896.26
"2023-02-15","60033428",7.32,4973,7144250.08,7144250.08,0.00,976339.83
"2023-02-15","60170825",6.10,1973,156465.25,156465.25,0.00,26131.77
"2023-02-15","60199053",7.30,524,512143.74,512143.74,0.00,74126.79
"2023-02-15","62050661",2.50,5,276.94,276.94,0.00,110.79
"2023-02-15","90325752",55.20,10,5881.68,5881.68,0.00,109.78
"2023-02-16","60000288",1.00,273,184141.95,184141.95,0.00,184141.95
"2023-02-16","60000292",2.49,1619,86711.59,86711.59,0.00,34016.95
"2023-02-16","60000304",7.76,446,114523.41,114523.41,0.00,14730.16
"2023-02-16","60000305",7.75,106385,29299398.95,29299398.95,0.00,3772049.13
"2023-02-16","60000312",8.25,38,13629.62,13629.62,0.00,1652.14
"2023-02-16","60000313",8.24,79362,29230732.46,29230732.46,0.00,3540012.69
"2023-02-16","60000317",9.22,6521,2800460.37,2800460.37,0.00,303151.30
"2023-02-16","60000359",7.40,53820,47601881.85,47601881.85,0.00,6430019.81
"2023-02-16","60000361",7.86,183,90373.89,90373.89,0.00,11498.24
"2023-02-16","60033428",7.31,4831,6810980.32,6810980.32,0.00,931128.61
"2023-02-16","60170825",6.15,2402,184463.55,184463.55,0.00,30625.68
"2023-02-16","60199053",7.51,780,757648.82,757648.82,0.00,109044.65
"2023-02-16","62050661",2.50,2,116.89,116.89,0.00,46.76
"2023-02-16","90325752",55.20,10,6246.37,6246.37,0.00,116.52
"2023-02-17","60000288",1.00,296,225954.37,225954.37,0.00,225954.37
"2023-02-17","60000291",1.00,5,1000.00,1000.00,0.00,1000.00
"2023-02-17","60000292",2.49,1658,85573.51,85573.51,0.00,33859.45
"2023-02-17","60000304",7.76,493,130621.18,130621.18,0.00,16833.49
"2023-02-17","60000305",7.75,113292,31173318.85,31173318.85,0.00,4015459.89
"2023-02-17","60000312",8.25,46,15694.26,15694.26,0.00,1902.43
"2023-02-17","60000313",8.24,87632,32014942.64,32014942.64,0.00,3878334.64
"2023-02-17","60000317",9.22,7070,2977663.52,2977663.52,0.00,322376.53
"2023-02-17","60000359",7.40,53791,47003386.42,47003386.42,0.00,6345275.26
"2023-02-17","60000361",7.86,109,54045.72,54045.72,0.00,6876.19
"2023-02-17","60033428",7.32,5001,7204445.17,7204445.17,0.00,985166.81
"2023-02-17","60170825",6.03,2274,171350.98,171350.98,0.00,29069.55
"2023-02-17","60199053",7.34,864,807196.33,807196.33,0.00,117881.57
"2023-02-17","62050661",2.50,6,279.14,279.14,0.00,111.66
"2023-02-17","90325752",54.66,9,6074.88,6074.88,0.00,113.60
"2023-02-18","60000288",1.00,97,63157.99,63157.99,0.00,63157.99
"2023-02-18","60000292",2.49,1579,86560.43,86560.43,0.00,34332.17
"2023-02-18","60000304",7.74,422,111867.55,111867.55,0.00,14342.15
"2023-02-18","60000305",7.75,102537,27843100.08,27843100.08,0.00,3585717.07
"2023-02-18","60000312",8.25,34,11408.81,11408.81,0.00,1382.93
"2023-02-18","60000313",8.24,76422,27850241.56,27850241.56,0.00,3373967.80
"2023-02-18","60000317",9.22,5970,2519673.50,2519673.50,0.00,272909.21
"2023-02-18","60000359",7.40,47893,45217031.06,45217031.06,0.00,6109101.11
"2023-02-18","60000361",7.86,120,54117.62,54117.62,0.00,6885.38
"2023-02-18","60033428",7.32,4278,6528866.78,6528866.78,0.00,892668.96
"2023-02-18","60170825",6.20,1839,146461.70,146461.70,0.00,24098.43
"2023-02-18","60199053",7.08,716,771574.32,771574.32,0.00,114248.03
"2023-02-18","62050661",2.50,10,603.26,603.26,0.00,241.31
"2023-02-18","90325752",53.45,11,7155.84,7155.84,0.00,135.36
"2023-02-19","60000288",1.00,142,134477.44,134477.44,0.00,134477.44
"2023-02-19","60000292",2.49,1271,68217.27,68217.27,0.00,27440.42
"2023-02-19","60000304",7.76,400,100277.04,100277.04,0.00,12923.07
"2023-02-19","60000305",7.75,93881,25174623.57,25174623.57,0.00,3241661.66
"2023-02-19","60000312",8.25,48,16281.63,16281.63,0.00,1973.58
"2023-02-19","60000313",8.24,73068,26449398.66,26449398.66,0.00,3204247.86
"2023-02-19","60000317",9.22,5501,2346964.33,2346964.33,0.00,253986.32
"2023-02-19","60000359",7.40,37910,35743269.59,35743269.59,0.00,4826305.52
"2023-02-19","60000361",7.86,65,29741.51,29741.51,0.00,3783.98
"2023-02-19","60033428",7.31,3768,5841042.29,5841042.29,0.00,799384.92
"2023-02-19","60170825",5.76,1599,120021.12,120021.12,0.00,21090.62
"2023-02-19","60199053",7.01,546,492689.12,492689.12,0.00,72806.57
"2023-02-19","62050661",2.50,5,199.10,199.10,0.00,79.64
"2023-02-19","90325752",56.00,9,5841.36,5841.36,0.00,106.88
"2023-02-20","60000288",1.00,460,318693.94,318693.94,0.00,318693.94
"2023-02-20","60000292",2.49,1607,80844.81,80844.81,0.00,32601.38
"2023-02-20","60000304",7.76,403,104437.49,104437.49,0.00,13459.14
"2023-02-20","60000305",7.75,106205,29536521.29,29536521.29,0.00,3803099.44
"2023-02-20","60000312",8.25,51,17904.08,17904.08,0.00,2170.26
"2023-02-20","60000313",8.24,79021,29337622.88,29337622.88,0.00,3553766.73
"2023-02-20","60000317",9.22,6392,2742744.74,2742744.74,0.00,297044.39
"2023-02-20","60000359",7.40,52637,46658524.25,46658524.25,0.00,6300435.12
"2023-02-20","60000361",7.86,73,32730.65,32730.65,0.00,4164.30
"2023-02-20","60033428",7.31,4572,6611463.25,6611463.25,0.00,905069.97
"2023-02-20","60170825",5.98,1799,140090.15,140090.15,0.00,23811.31
"2023-02-20","60199053",7.45,875,772628.24,772628.24,0.00,110119.05
"2023-02-20","62050661",2.50,8,311.06,311.06,0.00,124.43
"2023-02-20","90325752",54.00,8,6007.68,6007.68,0.00,112.55
"2023-02-21","60000288",1.00,176,162777.68,162777.68,0.00,162777.68
"2023-02-21","60000292",2.49,1869,103037.26,103037.26,0.00,39894.64
"2023-02-21","60000304",7.76,423,113955.05,113955.05,0.00,14685.65
"2023-02-21","60000305",7.75,111246,30995827.99,30995827.99,0.00,3991314.94
"2023-02-21","60000312",8.25,44,16005.32,16005.32,0.00,1940.08
"2023-02-21","60000313",8.24,82226,30607098.30,30607098.30,0.00,3707199.07
"2023-02-21","60000317",9.22,6594,2841343.37,2841343.37,0.00,307758.57
"2023-02-21","60000359",7.40,57822,53499822.58,53499822.58,0.00,7226107.52
"2023-02-21","60000361",7.86,174,73765.27,73765.27,0.00,9385.17
"2023-02-21","60033428",7.32,5176,7514473.91,7514473.91,0.00,1027627.91
"2023-02-21","60170825",6.13,2298,171572.56,171572.56,0.00,28616.22
"2023-02-21","60199053",7.58,852,870858.24,870858.24,0.00,121259.20
"2023-02-21","62050661",2.50,11,444.56,444.56,0.00,177.83
"2023-02-21","90325752",52.61,13,8809.20,8809.20,0.00,168.73
"2023-02-22","60000288",1.00,330,205138.68,205138.68,0.00,205138.68
